,id,Stagione,Nome,Età,Presenze,Ruolo Anno Successivo,Quotazione Iniziale Anno Successivo,Quotazione Iniziale Mantra Anno Successivo,Voto Media,Voto Media Storica,Fantavoto Media,Fantavoto Media Storica,Fantavoto Media Reale Anno Successivo,Fantavoto Media Predetta Anno Successivo,Differenza Predetta Fantavoto Media Anno Successivo,Differenza Reale Fantavoto Media Anno Successivo,Errore Predizione
24,4,2021.0,Sportiello,29.0,5,P,1.0,1.0,6.3,6.114583333333333,5.7,5.128472222222222,4.866666666666666,5.48791762387752,-0.21208237612248038,-0.8333333333333339,0.6212509572108535
231,41,2021.0,Mirante,38.0,0,P,1.0,1.0,6.15625,6.280172413793103,,5.396551724137931,7.0,5.107965972840973,,,-1.8920340271590268
240,42,2021.0,Sarr M.,24.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,5.25,4.185582881425367,,,-1.0644171185746334
789,133,2021.0,Skorupski,30.0,36,P,11.0,11.0,6.236111111111111,6.162621359223301,5.125,4.929611650485437,5.162162162162162,5.043166014317953,-0.0818339856820467,0.03716216216216228,-0.11899614784420898
969,159,2021.0,Sepe,30.0,16,P,8.0,8.0,6.21875,6.129032258064516,4.71875,4.637096774193548,5.323529411764706,5.1875886477441915,0.4688386477441915,0.6047794117647056,-0.13594076402051414
978,160,2021.0,Tatarusanu,35.0,6,P,1.0,1.0,6.0,6.037974683544304,5.0,5.113924050632911,4.875,5.409146072318063,0.4091460723180633,-0.125,0.5341460723180633
1356,218,2021.0,Perin,28.0,5,P,1.0,1.0,6.1,6.2172413793103445,4.9,5.241379310344827,6.590909090909091,5.37967404935783,0.47967404935783,1.6909090909090905,-1.2112350415512605
1374,220,2021.0,Ujkani,33.0,0,P,1.0,1.0,6.15625,6.25,,4.25,4.5,4.747539718451482,,,0.24753971845148204
1563,250,2021.0,Handanovic,37.0,37,P,16.0,16.0,6.162162162162162,6.209302325581396,5.743243243243243,5.684108527131783,5.178571428571429,5.525160233779994,-0.21808300946324888,-0.5646718146718142,0.3465888052085653
2040,318,2021.0,Marchetti,38.0,0,P,1.0,1.0,6.15625,6.157407407407407,,5.148148148148148,3.5,4.195868149824033,,,0.6958681498240331
2984,453,2021.0,Szczesny,31.0,33,P,16.0,16.0,6.121212121212121,6.184210526315789,5.848484848484849,5.72488038277512,5.714285714285714,5.579996630408728,-0.26848821807612033,-0.1341991341991342,-0.13428908387698613
3389,509,2021.0,Consigli,34.0,37,P,11.0,11.0,6.27027027027027,6.253968253968254,4.702702702702703,5.051587301587301,4.728571428571429,4.751879443514883,0.0491767408121806,0.025868725868726017,0.02330801494345458
3398,510,2021.0,Pegolo,40.0,1,P,1.0,1.0,6.0,6.2,3.0,5.133333333333334,4.75,5.0180866692969035,2.0180866692969035,1.75,0.2680866692969035
3407,511,2021.0,Perilli,26.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,7.5,4.815632207519862,,,-2.6843677924801383
3848,572,2021.0,Meret,24.0,7,P,14.0,14.0,5.857142857142857,6.205128205128205,5.428571428571429,5.410256410256411,6.029411764705882,5.147638188103538,-0.28093324046789103,0.6008403361344534,-0.8817735766023445
4091,610,2021.0,Gollini,26.0,0,P,12.0,12.0,6.15625,6.160869565217391,,5.243478260869566,5.785714285714286,4.727879875379875,,,-1.0578344103344106
4550,673,2021.0,Perisan,23.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,5.214285714285714,3.8493820289652745,,,-1.36490368532044
4865,761,2021.0,Audero,24.0,29,P,10.0,10.0,6.120689655172414,6.14748201438849,4.741379310344827,4.892086330935252,5.04,5.171544630863284,0.4301653205184568,0.29862068965517263,0.13154463086328416
5117,799,2021.0,Bardi,29.0,2,P,1.0,1.0,6.25,6.285714285714286,5.75,5.642857142857143,7.0,5.078814188948031,-0.6711858110519691,1.25,-1.921185811051969
5540,1889,2021.0,Cordaz,38.0,0,P,1.0,1.0,6.15625,6.25,,4.4818181818181815,8.0,4.379387226512225,,,-3.6206127734877747
5657,1917,2021.0,Dragowski,23.0,7,P,7.0,7.0,6.142857142857143,6.221052631578948,5.714285714285714,5.131578947368421,4.985294117647059,5.1906184623800815,-0.5236672519056329,-0.7289915966386555,0.20532434473302263
5837,1947,2021.0,Fiorillo,31.0,1,P,1.0,1.0,6.0,6.0,1.0,4.1,4.0,4.454232038839996,3.4542320388399963,3.0,0.4542320388399963
6899,2134,2021.0,Falcone,26.0,10,P,5.0,5.0,6.45,6.375,5.25,4.916666666666667,5.25,5.201059792597887,-0.048940207402113245,0.0,-0.048940207402113245
7077,2170,2021.0,Milinkovic-Savic V.,24.0,27,P,1.0,1.0,6.018518518518518,5.9714285714285715,5.0,4.9,5.184210526315789,4.971346770768217,-0.02865322923178315,0.18421052631578938,-0.21286375554757253
7131,2178,2021.0,Cragno,27.0,35,P,11.0,11.0,6.242857142857143,6.338815789473684,4.628571428571429,5.055921052631579,2.0,4.486576922248947,-0.14199450632248212,-2.628571428571429,2.486576922248947
7140,2179,2021.0,Sirigu,34.0,37,P,1.0,1.0,6.202702702702703,6.27808988764045,4.905405405405405,5.151685393258427,7.5,5.362465961601096,0.45706055619569064,2.5945945945945947,-2.137534038398904
7365,2211,2021.0,Silvestri,30.0,35,P,10.0,10.0,6.171428571428572,6.19811320754717,4.928571428571429,5.037735849056604,5.2368421052631575,5.0326117581441485,0.10404032957271969,0.3082706766917287,-0.204230347119009
7671,2294,2021.0,Cerofolini,22.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,5.9,4.3824810135062435,,,-1.5175189864937568
7698,2297,2021.0,Rossi F.,30.0,1,P,1.0,1.0,6.0,5.875,5.0,5.375,7.0,5.310427772418291,0.3104277724182909,2.0,-1.689572227581709
9084,2792,2021.0,Musso,27.0,33,P,13.0,13.0,6.106060606060606,6.192592592592592,5.03030303030303,5.1,5.229166666666667,5.2771238024052955,0.24682077210226527,0.1988636363636367,0.04795713573862859
9192,2814,2021.0,Provedel,27.0,31,P,7.0,7.0,6.258064516129032,6.092105263157895,4.709677419354839,4.348684210526316,6.0131578947368425,5.0319190394352535,0.32224162008041457,1.3034804753820035,-0.9812388553015889
9201,2815,2021.0,Terracciano,31.0,32,P,1.0,1.0,5.96875,6.113207547169812,5.0,5.30188679245283,4.948275862068965,5.0396623745489135,0.039662374548913526,-0.0517241379310347,0.09138651247994822
9759,4270,2021.0,Rui Patricio,33.0,38,P,14.0,14.0,6.171052631578948,6.171052631578948,5.4868421052631575,5.4868421052631575,5.442857142857143,5.251583163353574,-0.23525894190958319,-0.04398496240601446,-0.19127397950356873
9813,4312,2021.0,Maignan,26.0,32,P,18.0,18.0,6.265625,6.265625,6.15625,6.15625,5.704545454545454,5.439194792406388,-0.7170552075936119,-0.45170454545454586,-0.265350662139066
10488,4431,2021.0,Carnesecchi,21.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,4.777777777777778,4.863023806583318,,,0.08524602880553989
10956,4518,2021.0,Russo A.,27.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,2.0,7.11472619047619,,,5.11472619047619
11613,4957,2021.0,Montipo',25.0,34,P,11.0,11.0,6.088235294117647,6.035211267605634,4.8088235294117645,4.471830985915493,4.797297297297297,5.1723198479752455,0.36349631856348097,-0.011526232114467128,0.3750225506779481
11667,4964,2021.0,Vicario,24.0,38,P,9.0,9.0,6.421052631578948,6.428571428571429,4.907894736842105,4.940476190476191,5.419354838709677,4.477019437643732,-0.4308752991983731,0.5114601018675717,-0.9423354010659448
11730,4977,2021.0,Ravaglia,32.0,1,P,1.0,1.0,6.0,6.0,5.0,5.0,3.5555555555555554,5.151565409267295,0.15156540926729534,-1.4444444444444446,1.59600985371174
11919,5005,2021.0,Zoet,30.0,7,P,1.0,1.0,5.785714285714286,5.928571428571429,3.5,3.9642857142857144,5.7,4.999002414366343,1.499002414366343,2.2,-0.7009975856336572
13260,5528,2021.0,Zovko,19.0,1,P,1.0,1.0,6.0,6.0,7.0,7.0,3.5,5.401085977948744,-1.5989140220512557,-3.5,1.9010859779487443
13954,5830,2021.0,Onana,25.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,5.375,4.30862588530764,,,-1.0663741146923602
13972,5832,2021.0,Luis Maximiano,22.0,0,P,12.0,12.0,6.15625,6.191489361702128,,5.176470588235294,4.0,5.110056310785507,,,1.1100563107855068
14053,5841,2021.0,Svilar,21.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,5.166666666666667,4.48140243365104,,,-0.6852642330156273
14269,5876,2021.0,Di Gregorio,24.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,5.256756756756757,4.9298738490209635,,,-0.32688290773579354
14800,6120,2021.0,Ochoa,36.0,0,P,2.0,2.0,6.15625,6.191489361702128,,5.176470588235294,5.15,5.0777566327958175,,,-0.0722433672041829
14827,6135,2021.0,Turk,17.0,0,P,1.0,1.0,6.15625,6.191489361702128,,5.176470588235294,4.125,5.506106626324892,,,1.3811066263248923
60,11,2021.0,Conti,27.0,8,D,3.0,3.0,6.0,5.933962264150943,6.3125,6.188679245283019,6.0,5.979973996613462,-0.3325260033865378,-0.3125,-0.020026003386537816
258,45,2021.0,Ferrari A.,27.0,23,D,5.0,5.0,5.717391304347826,5.69,5.760869565217392,5.63,5.607142857142857,5.828060868219202,0.06719130300181053,-0.1537267080745348,0.22091801107634534
285,49,2021.0,Masina,27.0,0,D,6.0,7.0,5.888888888888889,5.792929292929293,,5.782828282828283,6.285714285714286,5.844608774157116,,,-0.44110551155716937
312,52,2021.0,Oikonomou,28.0,0,D,2.0,2.0,5.888888888888889,5.690476190476191,,5.595238095238095,5.583333333333333,5.864336625998888,,,0.281003292665555
456,76,2021.0,Romagnoli S.,31.0,19,D,3.0,3.0,5.894736842105263,5.894736842105263,6.026315789473684,5.885964912280702,5.785714285714286,5.843018539978345,-0.18329724949533865,-0.24060150375939848,0.05730425426405983
501,84,2021.0,Marrone,31.0,0,D,4.0,4.0,5.888888888888889,5.571428571428571,,5.488095238095237,5.75,5.835254749970378,,,0.08525474997037819
834,139,2021.0,Dermaku,29.0,0,D,4.0,4.0,5.888888888888889,6.027777777777778,,5.972222222222222,5.5,5.842193655892476,,,0.3421936558924763
843,140,2021.0,Hysaj,27.0,29,D,6.0,6.0,5.655172413793103,5.867149758454106,5.706896551724138,5.855072463768116,6.044117647058823,5.911544226804205,0.20464767508006698,0.3372210953346855,-0.1325734202546185
861,142,2021.0,Mario Rui,30.0,34,D,9.0,9.0,6.029411764705882,5.93859649122807,6.073529411764706,5.941520467836257,6.25,6.082820298153672,0.00929088638896669,0.17647058823529438,-0.1671797018463277
870,144,2021.0,Tonelli,31.0,14,D,1.0,1.0,5.535714285714286,5.826530612244898,5.25,5.811224489795919,5.5,5.859009631708325,0.6090096317083251,0.25,0.3590096317083251
1401,226,2021.0,Izzo,29.0,11,D,3.0,3.0,5.863636363636363,5.964285714285714,5.681818181818182,5.983516483516484,5.966666666666667,5.8424511770517205,0.1606329952335388,0.28484848484848513,-0.12421548961494633
1509,244,2021.0,Ghiglione,24.0,13,D,5.0,5.0,5.6923076923076925,5.857142857142857,5.653846153846154,5.935714285714286,6.0,5.912265495918336,0.2584193420721821,0.3461538461538458,-0.08773450408166372
1581,252,2021.0,Biraghi,28.0,37,D,13.0,13.0,5.95945945945946,5.8316831683168315,6.108108108108108,5.96039603960396,6.181818181818182,6.199399034609686,0.09129092650157844,0.07371007371007376,0.017580852791504675
1590,253,2021.0,D'Ambrosio,32.0,20,D,8.0,9.0,6.175,5.971751412429379,6.325,6.228813559322034,5.966666666666667,5.976042954943177,-0.34895704505682357,-0.3583333333333334,0.009376288276509825
1599,254,2021.0,Dimarco,23.0,32,D,8.0,9.0,6.09375,6.083333333333333,6.265625,6.277777777777778,6.696969696969697,6.221331485008226,-0.04429351499177425,0.43134469696969724,-0.4756382119614715
1617,256,2021.0,Juan Jesus,30.0,21,D,7.0,7.0,6.023809523809524,5.8108108108108105,6.0476190476190474,5.7342342342342345,6.2,5.88126041519228,-0.16635863242676763,0.15238095238095273,-0.31873958480772036
1635,259,2021.0,Murillo,29.0,0,D,3.0,3.0,5.888888888888889,5.725352112676056,,5.669014084507042,5.375,5.853038827476748,,,0.4780388274767482
1716,272,2021.0,Medel,33.0,33,D,7.0,7.0,5.833333333333333,5.8983739837398375,5.712121212121212,5.7926829268292686,5.896551724137931,5.88499969962249,0.17287848750127832,0.18443051201671867,-0.011552024515440351
1833,286,2021.0,Bonucci,34.0,24,D,15.0,15.0,6.145833333333333,6.070093457943925,6.75,6.2827102803738315,6.0,6.199775231913405,-0.5502247680865953,-0.75,0.19977523191340474
1887,294,2021.0,Rugani,27.0,12,D,5.0,5.0,5.958333333333333,6.0327102803738315,5.875,6.163551401869159,6.0,5.87503159542216,3.15954221603576e-05,0.125,-0.12496840457783964
2067,322,2021.0,De Vrij,29.0,30,D,10.0,10.0,5.816666666666666,6.150793650793651,5.7,6.341269841269841,5.981481481481482,6.034379279556053,0.3343792795560532,0.28148148148148167,0.05289779807457151
2112,327,2021.0,Patric,28.0,24,D,5.0,5.0,5.791666666666667,5.790322580645161,5.75,5.717741935483871,6.083333333333333,5.882644834837832,0.13264483483783174,0.33333333333333304,-0.2006884984955013
2121,329,2021.0,Radu,34.0,10,D,2.0,2.0,5.65,5.804093567251462,5.55,5.780701754385965,6.0,5.866223839144532,0.31622383914453245,0.4500000000000002,-0.13377616085546773
2310,357,2021.0,Calabria,24.0,26,D,13.0,13.0,6.153846153846154,6.006756756756757,6.423076923076923,6.097972972972973,6.08,6.16658020293838,-0.25649672013854374,-0.3430769230769233,0.08658020293837954
2319,358,2021.0,De Sciglio,28.0,20,D,6.0,7.0,6.05,5.887387387387387,6.2,5.900900900900901,5.764705882352941,5.996336386491727,-0.20366361350827322,-0.43529411764705905,0.23163050413878583
2571,393,2021.0,Luperto,24.0,24,D,5.0,6.0,5.770833333333333,5.639705882352941,5.645833333333333,5.544117647058823,6.013888888888889,5.846378289286092,0.20054495595275856,0.36805555555555625,-0.16751059960279768
3038,460,2021.0,Romagnoli,26.0,19,D,11.0,11.0,6.0,6.048223350253807,6.0,6.0456852791878175,6.294117647058823,5.987002879177652,-0.012997120822348052,0.2941176470588234,-0.3071147678811714
3065,464,2021.0,Florenzi,30.0,24,D,7.0,7.0,6.104166666666667,6.067375886524823,6.3125,6.343971631205674,5.833333333333333,6.071977990447192,-0.24052200955280778,-0.47916666666666696,0.23864465711385918
3236,487,2021.0,De Silvestri,33.0,31,D,9.0,9.0,5.935483870967742,5.915343915343915,6.17741935483871,6.134920634920635,5.966666666666667,5.990927791918398,-0.18649156292031233,-0.21075268817204318,0.024261125251730853
3425,513,2021.0,Acerbi,33.0,30,D,8.0,8.0,5.95,6.123481781376518,6.3,6.27327935222672,5.967741935483871,6.024236173438323,-0.2757638265616764,-0.3322580645161288,0.05649423795445241
3740,554,2021.0,Zappacosta,29.0,34,D,11.0,10.0,6.073529411764706,6.032258064516129,6.220588235294118,6.254032258064516,6.642857142857143,6.241899534200374,0.02131129890625605,0.4222689075630255,-0.40095760865676944
3911,581,2021.0,Faraoni,29.0,32,D,13.0,13.0,6.078125,6.007407407407407,6.484375,6.362962962962963,6.1521739130434785,6.273918987254058,-0.21045601274594183,-0.3322010869565215,0.12174507421057967
4109,612,2021.0,Bianchetti,28.0,0,D,4.0,4.0,5.888888888888889,5.7,,5.72,5.6,5.836697905384808,,,0.2366979053848084
4208,630,2021.0,Sala,29.0,18,D,5.0,6.0,5.861111111111111,5.688034188034188,5.944444444444445,5.619658119658119,5.833333333333333,5.846628552691064,-0.09781589175338024,-0.1111111111111116,0.01329521935773137
4289,640,2021.0,Chiriches,31.0,29,D,5.0,5.0,5.706896551724138,5.803191489361702,5.637931034482759,5.882978723404255,5.8125,5.8590734906602515,0.22114245617749262,0.1745689655172411,0.046573490660251515
4469,660,2021.0,Gyomber,29.0,31,D,4.0,4.0,5.725806451612903,5.638297872340425,5.580645161290323,5.48936170212766,5.944444444444445,5.850220969852929,0.2695758085626059,0.3637992831541217,-0.09422347459151581
4487,662,2021.0,Alex Sandro,30.0,28,D,8.0,8.0,5.767857142857143,6.063492063492063,5.678571428571429,6.232804232804233,5.56,6.0211093070832,0.342537878511771,-0.11857142857142922,0.4611093070832002
4568,695,2021.0,Toloi,30.0,20,D,8.0,8.0,6.0,6.0234375,6.05,6.046875,6.046875,5.9040047960187145,-0.1459952039812853,-0.0031249999999998224,-0.14287020398128547
4901,770,2021.0,Pezzella Giu.,23.0,21,D,6.0,6.0,5.976190476190476,5.756756756756757,6.0,5.743243243243243,5.75,5.983863534990868,-0.016136465009132017,-0.25,0.23386353499086798
5009,787,2021.0,Djimsiti,28.0,31,D,7.0,7.0,5.870967741935484,5.883870967741935,5.838709677419355,5.893548387096774,5.895833333333333,5.91664794317392,0.07793826575456464,0.057123655913978055,0.020814609840586584
5108,798,2021.0,Skriniar,26.0,35,D,17.0,16.0,6.214285714285714,6.116666666666666,6.428571428571429,6.164285714285715,5.571428571428571,6.1568389853507055,-0.2717324432207233,-0.8571428571428577,0.5854104139221343
5306,1847,2021.0,Caldara,27.0,31,D,6.0,6.0,5.870967741935484,6.042857142857143,5.82258064516129,6.242857142857143,5.3,5.900262110885273,0.07768146572398305,-0.5225806451612902,0.6002621108852733
5333,1852,2021.0,Spinazzola,28.0,3,D,12.0,13.0,6.166666666666667,6.120535714285714,6.0,6.254464285714286,6.25,6.1397516339070695,0.13975163390706946,0.25,-0.11024836609293054
5432,1868,2021.0,Murru,26.0,22,D,5.0,5.0,5.590909090909091,5.686206896551724,5.613636363636363,5.655172413793103,5.55,5.883214767109703,0.2695784034733393,-0.06363636363636349,0.33321476710970277
5558,1891,2021.0,Ceccherini,29.0,34,D,6.0,6.0,5.882352941176471,5.8689024390243905,5.794117647058823,5.786585365853658,5.909090909090909,5.8824309792148695,0.08831333215604609,0.1149732620320858,-0.026659929876039712
5576,1895,2021.0,Ferrari G.,29.0,36,D,8.0,8.0,5.75,5.897905759162303,5.75,5.973821989528796,5.848484848484849,5.9597834558343665,0.20978345583436653,0.09848484848484862,0.11129860734951791
6242,2016,2021.0,Fazio,34.0,16,D,6.0,6.0,5.6875,5.979020979020979,5.78125,6.153846153846154,5.821428571428571,5.9081411295815895,0.12689112958158955,0.040178571428571175,0.08671255815301837
6656,2104,2021.0,Bereszynski,29.0,35,D,6.0,6.0,5.685714285714286,5.696969696969697,5.6,5.633333333333334,5.722222222222222,5.916950636700915,0.3169506367009154,0.12222222222222268,0.1947284144786927
6791,2120,2021.0,Bastoni,22.0,31,D,15.0,15.0,6.209677419354839,6.079166666666667,6.306451612903226,6.125,6.137931034482759,6.116890108803512,-0.18956150409971428,-0.16852057842046708,-0.021040925679247202
6863,2130,2021.0,Hateboer,27.0,21,D,9.0,8.0,5.785714285714286,5.9865771812080535,5.738095238095238,6.117449664429531,5.911764705882353,6.058771647483814,0.3206764093885761,0.17366946778711512,0.147006941601461
6917,2141,2021.0,Depaoli,24.0,24,D,4.0,4.0,5.875,5.7819548872180455,5.958333333333333,5.714285714285714,6.044117647058823,5.97571532298024,0.01738198964690696,0.08578431372549034,-0.06840232407858338
6987,2160,2021.0,Gosens,27.0,13,D,19.0,18.0,6.115384615384615,6.22265625,6.3076923076923075,6.85546875,6.21875,6.340467127701706,0.03277482000939891,-0.08894230769230749,0.1217171277017064
7023,2164,2021.0,Milenkovic,23.0,34,D,11.0,12.0,5.867647058823529,5.935483870967742,5.8088235294117645,6.041935483870968,6.055555555555555,6.032703697151009,0.22388016773924413,0.24673202614379086,-0.022851858404546732
7068,2169,2021.0,Rodriguez R.,28.0,34,D,7.0,8.0,5.867647058823529,5.766129032258065,5.852941176470588,5.733870967741935,5.957142857142857,5.914347300020887,0.06140612355029873,0.10420168067226943,-0.042795557121970695
7104,2174,2021.0,Venuti,26.0,23,D,3.0,3.0,5.804347826086956,5.6479591836734695,5.630434782608695,5.540816326530612,5.676470588235294,5.902825429680101,0.2723906470714059,0.046035805626599036,0.2263548414448069
7149,2180,2021.0,Karsdorp,26.0,36,D,10.0,10.0,6.069444444444445,6.024390243902439,6.0,6.085365853658536,5.730769230769231,6.0732446791709105,0.07324467917091049,-0.26923076923076916,0.34247544840167965
7158,2181,2021.0,Palomino,31.0,34,D,10.0,10.0,6.132352941176471,6.032051282051282,6.088235294117647,6.0673076923076925,5.766666666666667,6.006134814066542,-0.08210048005110515,-0.32156862745098014,0.239468147399875
7176,2184,2021.0,Gravillon,23.0,0,D,5.0,5.0,5.888888888888889,5.75,,5.75,5.785714285714286,5.875165692265302,,,0.08945140655101635
7203,2188,2021.0,Marusic,28.0,33,D,7.0,8.0,5.651515151515151,5.852112676056338,5.651515151515151,6.017605633802817,5.924242424242424,5.938511022094217,0.28699587057906584,0.2727272727272725,0.014268597851793352
7230,2192,2021.0,Bonifazi,25.0,22,D,4.0,4.0,5.7272727272727275,5.818627450980392,5.545454545454546,5.857843137254902,5.653846153846154,5.847601521745284,0.3021469762907385,0.10839160839160833,0.19375536789913017
7473,2252,2021.0,Marchizza,23.0,19,D,2.0,2.0,5.631578947368421,5.755813953488372,5.473684210526316,5.686046511627907,6.0,5.918763727955915,0.4450795174295994,0.5263157894736841,-0.08123627204408468
7518,2263,2021.0,Lazzari,27.0,31,D,10.0,10.0,5.919354838709677,6.146341463414634,6.258064516129032,6.304878048780488,5.785714285714286,6.240349159704522,-0.017715356424510276,-0.47235023041474644,0.45463487399023617
7581,2279,2021.0,Romagna,24.0,0,D,1.0,1.0,5.888888888888889,5.923728813559322,,5.88135593220339,5.75,5.81996562518629,,,0.06996562518629013
7590,2280,2021.0,Nuytinck,31.0,27,D,7.0,7.0,6.0,6.035433070866142,6.111111111111111,6.070866141732283,5.7,5.876215768625445,-0.23489534248566546,-0.41111111111111054,0.17621576862544508
7689,2296,2021.0,Mancini,25.0,33,D,10.0,10.0,5.878787878787879,6.046762589928058,5.636363636363637,6.115107913669065,6.1571428571428575,6.036617437537607,0.40025380117397,0.5207792207792208,-0.12052541960525076
7833,2318,2021.0,Rogerio,23.0,23,D,5.0,5.0,5.826086956521739,5.803571428571429,5.760869565217392,5.75,5.763888888888889,5.939033858680231,0.17816429346283957,0.003019323671497709,0.17514496979134186
7986,2355,2021.0,Marlon,25.0,0,D,7.0,7.0,5.888888888888889,5.769230769230769,,5.676923076923077,5.535714285714286,5.850112030463446,,,0.3143977447491606
8121,2446,2021.0,Donati,31.0,0,D,4.0,4.0,5.888888888888889,5.925,,5.875,5.9375,5.840949744261577,,,-0.09655025573842302
8202,2525,2021.0,Darmian,31.0,25,D,9.0,8.0,6.12,6.057471264367816,6.32,6.235632183908046,6.161290322580645,6.04451225756528,-0.27548774243471996,-0.15870967741935527,-0.1167780650153647
8292,2583,2021.0,Umtiti,27.0,0,D,7.0,7.0,5.888888888888889,5.876923076923077,,5.9,5.82,5.923317036316874,,,0.10331703631687361
8364,2633,2021.0,Kjaer,32.0,11,D,5.0,5.0,6.181818181818182,6.161016949152542,5.909090909090909,6.067796610169491,5.852941176470588,5.88959442713357,-0.019496481957339107,-0.0561497326203213,0.036653250662982195
8481,2653,2021.0,Lykogiannis,27.0,28,D,4.0,4.0,5.732142857142857,5.767326732673268,5.803571428571429,5.881188118811881,6.190476190476191,5.9576250447567185,0.15405361618528968,0.38690476190476186,-0.23285114571947219
8670,2724,2021.0,Buongiorno,22.0,23,D,4.0,5.0,5.891304347826087,5.814285714285714,5.826086956521739,5.714285714285714,6.147058823529412,5.87585899893893,0.049772042417190576,0.3209718670076729,-0.2711998245904823
8688,2728,2021.0,Pellegrini Lu.,22.0,18,D,7.0,7.0,6.083333333333333,5.949275362318841,5.972222222222222,5.8768115942028984,5.857142857142857,5.896481723453174,-0.07574049876904798,-0.11507936507936556,0.03933886631031758
8724,2739,2021.0,Reca,26.0,24,D,5.0,5.0,5.6875,5.774390243902439,5.708333333333333,5.847560975609756,6.033333333333333,5.890333442777745,0.18200010944441214,0.3250000000000002,-0.14299989055558804
8850,2758,2021.0,Gunter,26.0,30,D,5.0,5.0,5.8,5.839805825242719,5.566666666666666,5.733009708737864,5.695652173913044,5.857737058467131,0.29107039180046446,0.12898550724637747,0.16208488455408698
