,id,Stagione,Nome,Et√†,Presenze,Ruolo Anno Successivo,Quotazione Iniziale Anno Successivo,Quotazione Iniziale Mantra Anno Successivo,Voto Media,Voto Media Storica,Fantavoto Media,Fantavoto Media Storica,Fantavoto Media Reale Anno Successivo,Fantavoto Media Predetta Anno Successivo,Differenza Predetta Fantavoto Media Anno Successivo,Differenza Reale Fantavoto Media Anno Successivo,Errore Predizione
8913,2769,2021.0,Magnani,25.0,18,D,3.0,3.0,5.833333333333333,5.986111111111111,5.694444444444445,5.888888888888889,5.583333333333333,5.832056084126243,0.1376116396817988,-0.1111111111111116,0.2487227507929104
9057,2788,2021.0,Bremer,24.0,33,D,18.0,18.0,6.393939393939394,6.091836734693878,6.590909090909091,6.357142857142857,6.35,6.187303445664032,-0.40360564524505893,-0.24090909090909118,-0.16269655433596775
9210,2816,2021.0,Di Lorenzo,27.0,33,D,15.0,15.0,6.196969696969697,6.017985611510792,6.363636363636363,6.273381294964029,6.581081081081081,6.236882042497485,-0.1267543211388782,0.21744471744471738,-0.3441990385835956
9354,2847,2021.0,Sernicola,24.0,0,D,3.0,4.0,5.888888888888889,6.0,,6.0,5.953125,5.845592548746493,,,-0.10753245125350741
9489,2865,2021.0,Aina,24.0,21,D,5.0,5.0,5.928571428571429,5.843373493975903,5.833333333333333,5.819277108433735,6.078947368421052,5.942705353003949,0.10937201967061583,0.24561403508771917,-0.13624201541710335
9498,2869,2021.0,Djidji,28.0,25,D,5.0,6.0,5.88,5.746835443037975,5.76,5.677215189873418,5.823529411764706,5.856772133975315,0.09677213397531492,0.06352941176470583,0.03324272221060909
9507,2870,2021.0,Troost-Ekong,27.0,0,D,5.0,5.0,5.888888888888889,5.7846153846153845,,5.7153846153846155,6.222222222222222,5.839630141672254,,,-0.3825920805499683
9696,4237,2021.0,Danilo,30.0,22,D,12.0,14.0,6.136363636363637,6.102564102564102,6.2272727272727275,6.230769230769231,6.45945945945946,6.078834730510977,-0.14843799676175085,0.23218673218673214,-0.380624728948483
9714,4245,2021.0,Smalling,31.0,27,D,14.0,14.0,6.166666666666667,6.068493150684931,6.425925925925926,6.280821917808219,6.515625,6.085048402172974,-0.340877523752952,0.0896990740740744,-0.4305765978270264
9786,4292,2021.0,Hernandez T.,23.0,32,D,20.0,22.0,6.296875,6.280612244897959,6.6875,6.760204081632653,6.40625,6.455217764413838,-0.2322822355861618,-0.28125,0.04896776441383821
9840,4323,2021.0,Zeegelaar,30.0,14,D,2.0,2.0,5.642857142857143,5.690476190476191,5.571428571428571,5.626984126984127,6.0,5.861835467075157,0.29040689564658617,0.4285714285714288,-0.13816453292484265
9885,4329,2021.0,Nikolaou,22.0,36,D,4.0,4.0,5.638888888888889,5.675,5.486111111111111,5.5375,5.652777777777778,5.892414843935254,0.406303732824143,0.16666666666666696,0.23963706615747604
9903,4331,2021.0,Ibanez,22.0,34,D,9.0,9.0,5.852941176470588,5.851351351351352,5.985294117647059,5.837837837837838,5.833333333333333,5.9873903849966625,0.0020962673496036643,-0.15196078431372584,0.1540570516633295
9912,4332,2021.0,Demiral,23.0,28,D,13.0,13.0,6.071428571428571,6.134920634920635,6.107142857142857,6.285714285714286,5.982142857142857,6.080914734673907,-0.026228122468949344,-0.125,0.09877187753105066
10128,4374,2021.0,Walukiewicz,21.0,7,D,4.0,4.0,5.714285714285714,5.5875,5.642857142857143,5.575,5.909090909090909,5.821503860507024,0.1786467176498805,0.26623376623376593,-0.08758704858388544
10137,4375,2021.0,Terzic,21.0,14,D,2.0,2.0,6.0,6.0,6.035714285714286,6.03125,6.159090909090909,5.956408569163857,-0.0793057165504285,0.12337662337662358,-0.2026823399270521
10164,4378,2021.0,Ranieri L.,22.0,27,D,1.0,1.0,5.703703703703703,5.683333333333334,5.648148148148148,5.6,6.166666666666667,5.899918645445057,0.25177049729690903,0.518518518518519,-0.26674802122161
10191,4385,2021.0,Lazaro,25.0,0,D,7.0,6.0,5.888888888888889,5.833333333333333,,5.833333333333333,6.043478260869565,5.919920352132276,,,-0.12355790873728978
10272,4401,2021.0,Gabbia,21.0,8,D,1.0,1.0,5.625,5.82,5.4375,5.7,5.541666666666667,5.880710909999867,0.4432109099998671,0.10416666666666696,0.33904424333320016
10317,4407,2021.0,Igor,23.0,30,D,9.0,10.0,5.816666666666666,5.766233766233766,5.766666666666667,5.6688311688311686,5.555555555555555,5.940327792193743,0.1736611255270768,-0.21111111111111125,0.38477223663818805
10335,4409,2021.0,Rrahmani,27.0,33,D,14.0,14.0,6.2727272727272725,6.105882352941176,6.5606060606060606,6.223529411764706,6.344827586206897,6.140917259597153,-0.41968880100890793,-0.21577847439916376,-0.20391032660974417
10353,4412,2021.0,Rodrigo Becao,25.0,35,D,10.0,10.0,6.042857142857143,5.91919191919192,6.1,5.934343434343434,6.0,6.016720490399808,-0.08327950960019148,-0.09999999999999964,0.016720490399808163
10407,4421,2021.0,Augello,26.0,36,D,7.0,7.0,5.819444444444445,5.905555555555556,5.930555555555555,6.0055555555555555,6.094594594594595,5.91583348881251,-0.014722066743045659,0.16403903903903938,-0.17876110578208504
10452,4426,2021.0,Toljan,26.0,20,D,5.0,5.0,5.85,5.86,5.85,5.886666666666667,5.67741935483871,5.9030549577779325,0.0530549577779329,-0.17258064516128968,0.22563560293922258
10497,4432,2021.0,Okoli,20.0,0,D,5.0,5.0,5.888888888888889,5.876923076923077,,5.9,5.676470588235294,5.834789442460589,,,0.15831885422529446
10506,4433,2021.0,Zortea,22.0,29,D,2.0,3.0,5.827586206896552,5.827586206896552,5.948275862068965,5.948275862068965,6.078947368421052,5.985661068698862,0.03738520662989675,0.1306715063520869,-0.09328629972219016
10533,4438,2021.0,Cassandro,21.0,0,D,1.0,1.0,5.888888888888889,5.876923076923077,,5.9,6.0,5.838124263510667,,,-0.16187573648933284
10803,4493,2021.0,Dawidowicz,26.0,17,D,4.0,4.0,5.794117647058823,5.870967741935484,5.705882352941177,5.774193548387097,5.804347826086956,5.863934140145175,0.15805178720399837,0.09846547314577947,0.0595863140582189
10821,4495,2021.0,Kumbulla,21.0,17,D,4.0,4.0,5.823529411764706,5.968253968253968,5.647058823529412,5.904761904761905,5.357142857142857,5.852358696516012,0.20529987298659957,-0.28991596638655537,0.49521583937315494
10866,4502,2021.0,Gallo,21.0,0,D,2.0,2.0,5.888888888888889,5.876923076923077,,5.9,5.65625,5.837771767205296,,,0.18152176720529578
10983,4521,2021.0,Muldur,22.0,31,D,5.0,5.0,5.774193548387097,5.909638554216867,5.693548387096774,5.951807228915663,6.0,5.921710956118657,0.22816256902188314,0.306451612903226,-0.07828904388134283
11046,4530,2021.0,Kyriakopoulos,25.0,29,D,6.0,6.0,5.896551724137931,5.903846153846154,5.931034482758621,5.935897435897436,6.1875,6.022559127660929,0.09152464490230816,0.256465517241379,-0.16494087233907084
11055,4657,2021.0,Celik,24.0,0,D,7.0,7.0,5.888888888888889,5.876923076923077,,5.9,5.729166666666667,5.948077565981723,,,0.21891089931505636
11127,4719,2021.0,Ampadu,20.0,29,D,6.0,6.0,5.827586206896552,5.827586206896552,5.689655172413793,5.689655172413793,5.790322580645161,5.878384764262304,0.188729591848511,0.10066740823136833,0.08806218361714269
11154,4751,2021.0,Tomori,23.0,31,D,15.0,15.0,6.290322580645161,6.28125,6.225806451612903,6.302083333333333,6.090909090909091,6.082535739648507,-0.1432707119643961,-0.1348973607038122,-0.008373351260583917
11253,4870,2021.0,Adopo,25.0,0,D,1.0,1.0,5.888888888888889,6.0,,6.0,5.888888888888889,5.844102911147271,,,-0.04478597774161841
11352,4887,2021.0,Bellanova,21.0,31,D,8.0,7.0,5.82258064516129,5.828125,5.903225806451613,5.90625,6.0,6.020656284590355,0.11743047813874163,0.09677419354838701,0.020656284590354623
11379,4891,2021.0,Soumaoro,29.0,28,D,5.0,5.0,5.839285714285714,5.839285714285714,5.589285714285714,5.767857142857143,5.891304347826087,5.861612381188718,0.27232666690300356,0.3020186335403725,-0.02969196663736895
11424,4897,2021.0,Pirola,19.0,0,D,4.0,4.0,5.888888888888889,6.0,,6.0,5.9423076923076925,5.848865296278759,,,-0.09344239602893367
11433,4899,2021.0,Singo,20.0,35,D,14.0,13.0,6.171428571428572,6.067164179104478,6.442857142857143,6.298507462686567,6.032258064516129,6.266490777377987,-0.17636636547915607,-0.41059907834101406,0.23423271286185798
11442,4904,2021.0,Mari',27.0,15,D,11.0,11.0,6.266666666666667,6.266666666666667,6.566666666666666,6.566666666666666,5.966666666666667,6.000274921424567,-0.5663917452420995,-0.5999999999999996,0.03360825475790019
11523,4934,2021.0,Lovato,21.0,22,D,6.0,6.0,5.9772727272727275,5.957446808510638,5.863636363636363,5.851063829787234,5.588235294117647,5.858742826834156,-0.004893536802207166,-0.27540106951871657,0.2705075327165094
11622,4958,2021.0,Caldirola,30.0,0,D,4.0,4.0,5.888888888888889,5.78,,5.92,6.032258064516129,5.838352037853728,,,-0.1939060266624013
11640,4960,2021.0,Tuia,31.0,0,D,3.0,3.0,5.888888888888889,5.611111111111111,,5.611111111111111,6.0,5.836554438457975,,,-0.16344556154202472
11721,4976,2021.0,Kalulu,21.0,28,D,14.0,15.0,6.285714285714286,6.109756097560975,6.392857142857143,6.2439024390243905,5.794117647058823,6.088040421348207,-0.3048167215089359,-0.5987394957983199,0.29392277428938396
11766,4982,2021.0,Erlic,23.0,30,D,9.0,9.0,5.95,5.9035087719298245,6.066666666666666,6.087719298245614,5.607142857142857,5.910840076447148,-0.15582659021951883,-0.45952380952380967,0.30369721930429083
11775,4983,2021.0,Ferrer,23.0,27,D,3.0,4.0,5.888888888888889,5.888888888888889,5.944444444444445,5.9,5.6,5.916014175665187,-0.028430268779257695,-0.344444444444445,0.3160141756651873
11838,4994,2021.0,Vojvoda,26.0,29,D,9.0,9.0,6.017241379310345,5.90566037735849,6.068965517241379,6.047169811320755,5.982758620689655,6.006015108524474,-0.0629504087169046,-0.0862068965517242,0.023256487834819595
11955,5010,2021.0,Ismajli,24.0,20,D,3.0,3.0,5.575,5.675675675675675,5.2,5.54054054054054,5.86,5.845198194933149,0.6451981949331485,0.6600000000000001,-0.014801805066851692
11982,5017,2021.0,Ballo-Toure',24.0,10,D,2.0,2.0,5.75,5.75,5.65,5.65,6.2,5.939778036915861,0.2897780369158607,0.5499999999999998,-0.26022196308413914
12072,5239,2021.0,Llorente D.,27.0,0,D,8.0,8.0,5.888888888888889,5.876923076923077,,5.9,6.055555555555555,5.905550584803362,,,-0.15000497075219332
12225,5313,2021.0,Dest,20.0,0,D,5.0,6.0,5.888888888888889,5.876923076923077,,5.9,5.6875,6.033564407361053,,,0.3460644073610526
12234,5316,2021.0,Amione,19.0,0,D,2.0,3.0,5.888888888888889,5.876923076923077,,5.9,5.62962962962963,5.839988182569929,,,0.21035855294029915
12288,5323,2021.0,Martinez Quarta,25.0,20,D,4.0,4.0,5.825,5.853658536585366,5.775,5.829268292682927,5.981481481481482,5.902415955967328,0.12741595596732758,0.2064814814814815,-0.07906552551415391
12333,5332,2021.0,Bastoni S.,24.0,31,D,12.0,13.0,6.112903225806452,6.066037735849057,6.387096774193548,6.330188679245283,6.473684210526316,6.200131320521506,-0.18696545367204198,0.08658743633276789,-0.27355289000480987
12414,5354,2021.0,Ruggeri,19.0,14,D,1.0,1.0,5.857142857142857,5.825,5.821428571428571,5.8,5.866666666666666,5.912508241368344,0.09107966993977268,0.04523809523809508,0.0458415747016776
12423,5355,2021.0,Udogie,18.0,35,D,13.0,13.0,6.0,6.0,6.457142857142857,6.378048780487805,6.393939393939394,6.304399334777082,-0.1527435223657756,-0.0632034632034637,-0.08954005916231189
12468,5375,2021.0,Maehle,24.0,26,D,8.0,7.0,5.846153846153846,5.880434782608695,5.961538461538462,5.989130434782608,6.161764705882353,6.051122053414847,0.08958359187638543,0.20022624434389158,-0.11064265246750615
12576,5399,2021.0,Antov,20.0,0,D,1.0,1.0,5.888888888888889,5.5,,5.4,5.5,5.841850739015256,,,0.3418507390152561
12774,5449,2021.0,Parisi,20.0,25,D,8.0,8.0,5.92,5.92,5.86,5.86,6.136363636363637,5.95630189458519,0.09630189458518945,0.27636363636363637,-0.18006174177844692
12783,5450,2021.0,Stojanovic,25.0,33,D,7.0,7.0,5.833333333333333,5.833333333333333,5.787878787878788,5.787878787878788,5.722222222222222,6.002650823365655,0.21477203548686674,-0.06565656565656575,0.2804286011434325
12900,5475,2021.0,Amian,23.0,32,D,6.0,6.0,5.71875,5.71875,5.671875,5.671875,5.533333333333333,5.90324533072752,0.2313703307275201,-0.13854166666666679,0.3699119973941869
12927,5479,2021.0,Ceccaroni,25.0,35,D,5.0,5.0,5.8,5.8,5.871428571428571,5.871428571428571,6.0,5.903127374175217,0.031698802746645605,0.128571428571429,-0.0968726258247834
12936,5480,2021.0,Ebuehi,25.0,19,D,3.0,3.0,5.631578947368421,5.631578947368421,5.552631578947368,5.552631578947368,6.4423076923076925,5.9130248451361,0.3603932661887317,0.8896761133603244,-0.5292828471715927
12945,5481,2021.0,Mazzocchi,26.0,33,D,7.0,7.0,5.848484848484849,5.848484848484849,5.833333333333333,5.833333333333333,6.462962962962963,5.921654054590844,0.088320721257511,0.6296296296296298,-0.5413089083721188
13026,5498,2021.0,Casale,23.0,36,D,9.0,10.0,5.861111111111111,5.861111111111111,5.75,5.75,6.0344827586206895,5.913744897184657,0.16374489718465668,0.2844827586206895,-0.12073786143603282
13161,5513,2021.0,Dumfries,25.0,33,D,20.0,19.0,6.212121212121212,6.212121212121212,6.742424242424242,6.742424242424242,6.0,6.544263504831225,-0.19816073759301744,-0.7424242424242422,0.5442635048312248
13170,5514,2021.0,Vasquez,25.0,28,D,6.0,6.0,5.892857142857143,5.892857142857143,5.875,5.875,5.78,5.84016931734088,-0.034830682659119816,-0.09499999999999975,0.060169317340879935
13224,5520,2021.0,Cambiaso,21.0,26,D,9.0,10.0,5.9423076923076925,5.9423076923076925,6.115384615384615,6.115384615384615,6.03125,6.010828790390033,-0.10455582499458238,-0.08413461538461497,-0.020421209609967406
13242,5526,2021.0,Scalvini,17.0,18,D,6.0,6.0,5.972222222222222,5.972222222222222,6.111111111111111,6.111111111111111,6.03125,5.9490886768329885,-0.16202243427812224,-0.07986111111111072,-0.08216132316701152
13251,5527,2021.0,Zanoli,20.0,12,D,3.0,3.0,5.958333333333333,5.958333333333333,5.875,5.875,6.282608695652174,5.923712177222006,0.04871217722200605,0.40760869565217384,-0.3588965184301678
13278,5532,2021.0,Bradaric,21.0,0,D,7.0,7.0,5.888888888888889,5.876923076923077,,5.9,5.774193548387097,5.9073285378344425,,,0.13313498944734548
13287,5554,2021.0,Daniliuc,20.0,0,D,7.0,8.0,5.888888888888889,5.876923076923077,,5.9,5.5,5.90970555764887,,,0.40970555764886996
13314,5603,2021.0,Pongracic,23.0,0,D,6.0,6.0,5.888888888888889,5.876923076923077,,5.9,5.888888888888889,5.866388511013953,,,-0.02250037787493664
13386,5677,2021.0,Perez N.,21.0,20,D,8.0,8.0,5.75,5.75,5.65,5.65,6.0,5.875980245012123,0.22598024501212244,0.34999999999999964,-0.1240197549878772
13395,5678,2021.0,Holm,21.0,0,D,2.0,3.0,5.888888888888889,5.876923076923077,,5.9,6.15,5.857705573969452,,,-0.29229442603054867
13422,5686,2021.0,Soppy,19.0,28,D,7.0,7.0,5.946428571428571,5.946428571428571,5.875,5.875,5.9,5.953370075264464,0.0783700752644636,0.025000000000000355,0.053370075264463246
13458,5691,2021.0,Zima,20.0,20,D,5.0,5.0,5.9,5.9,5.825,5.825,5.833333333333333,5.854061631844746,0.02906163184474586,0.00833333333333286,0.020728298511413
13602,5739,2021.0,De Winter,19.0,0,D,4.0,5.0,5.888888888888889,5.876923076923077,,5.9,5.642857142857143,5.836030003534245,,,0.1931728606771017
13611,5740,2021.0,Zanotti,18.0,1,D,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.900680719316878,-0.09931928068312157,0.0,-0.09931928068312157
13620,5747,2021.0,Ruan,22.0,10,D,3.0,3.0,5.75,5.75,5.7,5.7,5.260869565217392,5.900304633580938,0.20030463358093797,-0.4391304347826086,0.6394350683635466
13638,5750,2021.0,Ostigard,21.0,15,D,7.0,7.0,5.633333333333334,5.633333333333334,5.433333333333334,5.433333333333334,5.928571428571429,5.872114640387231,0.4387813070538975,0.49523809523809526,-0.05645678818419775
13678,5764,2021.0,Coppola D.,17.0,4,D,2.0,2.0,5.875,5.875,5.875,5.875,5.7105263157894735,5.851323254839268,-0.02367674516073226,-0.16447368421052655,0.1407969390497943
13855,5804,2021.0,Cacace,20.0,10,D,3.0,3.0,5.85,5.85,5.8,5.8,5.666666666666667,5.882101990725767,0.08210199072576696,-0.13333333333333286,0.21543532405909982
13963,5831,2021.0,Gatti,23.0,0,D,5.0,5.0,5.888888888888889,5.876923076923077,,5.9,5.833333333333333,5.975661270631159,,,0.1423279372978259
13981,5833,2021.0,Gila,20.0,0,D,4.0,4.0,5.888888888888889,5.876923076923077,,5.9,5.75,5.878211499164609,,,0.1282114991646086
13999,5835,2021.0,Baschirotto,24.0,0,D,2.0,2.0,5.888888888888889,5.876923076923077,,5.9,6.22972972972973,5.895392000978181,,,-0.33433772875154855
14026,5838,2021.0,Birindelli,22.0,0,D,3.0,4.0,5.888888888888889,5.876923076923077,,5.9,5.774193548387097,5.870117569796241,,,0.09592402140914391
14044,5840,2021.0,Olivera,23.0,0,D,7.0,7.0,5.888888888888889,5.876923076923077,,5.9,6.216666666666667,5.981323220783452,,,-0.2353434458832151
14098,5846,2021.0,Bayeye,25.0,0,D,1.0,1.0,5.888888888888889,5.876923076923077,,5.9,5.75,5.83846369371277,,,0.08846369371276985
14107,5847,2021.0,Bijol,22.0,0,D,5.0,5.0,5.888888888888889,5.876923076923077,,5.9,6.03125,5.844581930729268,,,-0.18666806927073232
14116,5848,2021.0,Ebosele,18.0,0,D,2.0,2.0,5.888888888888889,5.876923076923077,,5.9,5.9411764705882355,5.974175569988978,,,0.03299909940074208
14125,5849,2021.0,Buta,19.0,0,D,1.0,1.0,5.888888888888889,5.876923076923077,,5.9,6.0,5.893466007636271,,,-0.10653399236372874
14143,5851,2021.0,Doig,19.0,0,D,6.0,6.0,5.888888888888889,5.876923076923077,,5.9,6.5,5.859007615057443,,,-0.6409923849425567
14170,5856,2021.0,Sambia,24.0,0,D,7.0,7.0,5.888888888888889,5.876923076923077,,5.9,5.909090909090909,5.9370313114181466,,,0.02794040232723738
14197,5862,2021.0,Valeri,22.0,0,D,5.0,5.0,5.888888888888889,5.876923076923077,,5.9,6.3108108108108105,5.88794207083066,,,-0.4228687399801503
14224,5867,2021.0,Gendrey,21.0,0,D,4.0,4.0,5.888888888888889,5.876923076923077,,5.9,5.851351351351352,5.844274909366812,,,-0.0070764419845401605
14278,5877,2021.0,Carlos Augusto,22.0,0,D,8.0,8.0,5.888888888888889,5.876923076923077,,5.9,6.757142857142857,5.85818209191067,,,-0.8989607652321867
14341,5885,2021.0,Dodo',25.0,0,D,14.0,14.0,5.888888888888889,5.876923076923077,,5.9,5.984848484848484,5.978194929865792,,,-0.006653554982692711
14359,5891,2021.0,Quagliata,21.0,0,D,3.0,3.0,5.888888888888889,5.876923076923077,,5.9,5.8,5.952143000669238,,,0.15214300066923858
14368,5892,2021.0,Kim,24.0,0,D,13.0,13.0,5.888888888888889,5.876923076923077,,5.9,6.428571428571429,5.979700194484946,,,-0.4488712340864831
14422,5994,2021.0,Ebosse,22.0,0,D,4.0,4.0,5.888888888888889,5.876923076923077,,5.9,5.675,5.857013237271377,,,0.1820132372713772
14476,6002,2021.0,Aiwu,20.0,0,D,5.0,5.0,5.888888888888889,5.876923076923077,,5.9,5.565217391304348,5.894509237145861,,,0.3292918458415137
14530,6013,2021.0,Barbieri,25.0,0,D,1.0,1.0,5.888888888888889,5.876923076923077,,5.9,6.0,5.837848552343622,,,-0.16215144765637834
14548,6021,2021.0,Abankwah,25.0,0,D,1.0,1.0,5.888888888888889,5.876923076923077,,5.9,6.25,5.837848552343622,,,-0.41215144765637834
14557,6023,2021.0,Guessand A.,16.0,0,D,1.0,1.0,5.888888888888889,5.876923076923077,,5.9,6.5,5.844325469433437,,,-0.6556745305665634
14593,6027,2021.0,Lochoshvili,23.0,0,D,3.0,3.0,5.888888888888889,5.876923076923077,,5.9,5.9,5.834902317619361,,,-0.06509768238063973
14602,6028,2021.0,Bronn,26.0,0,D,5.0,5.0,5.888888888888889,5.876923076923077,,5.9,5.5,5.878644988303182,,,0.37864498830318194
14620,6039,2021.0,Cabal,25.0,0,D,3.0,3.0,5.888888888888889,5.876923076923077,,5.9,5.7727272727272725,5.83846369371277,,,0.06573642098549737
14629,6041,2021.0,Schuurs,21.0,0,D,9.0,9.0,5.888888888888889,5.876923076923077,,5.9,6.183333333333334,5.8901568625000085,,,-0.2931764708333251
14638,6042,2021.0,Lucumi',23.0,0,D,9.0,10.0,5.888888888888889,5.876923076923077,,5.9,5.681818181818182,5.863583762430511,,,0.18176558061232928
14647,6043,2021.0,Sosa,25.0,0,D,2.0,2.0,5.888888888888889,5.876923076923077,,5.9,5.35,5.83846369371277,,,0.4884636937127702
14656,6046,2021.0,Hien,25.0,0,D,6.0,6.0,5.888888888888889,5.876923076923077,,5.9,5.796875,5.83846369371277,,,0.04158869371276985
14665,6047,2021.0,Ehizibue,26.0,0,D,4.0,4.0,5.888888888888889,5.876923076923077,,5.9,5.925925925925926,5.902205025397514,,,-0.023720900528411804
14692,6055,2021.0,Thiaw,19.0,0,D,6.0,6.0,5.888888888888889,5.876923076923077,,5.9,5.8,5.874181148363391,,,0.07418114836339118
14737,6066,2021.0,Posch,24.0,0,D,8.0,9.0,5.888888888888889,5.876923076923077,,5.9,6.683333333333334,5.916095187074826,,,-0.7672381462585074
14782,6118,2021.0,Moutinho J.,25.0,0,D,2.0,2.0,5.888888888888889,5.876923076923077,,5.9,5.875,5.83846369371277,,,-0.03653630628723015
14836,6139,2021.0,Zeefuik,23.0,0,D,4.0,4.0,5.888888888888889,5.876923076923077,,5.9,6.0,5.917732403059393,,,-0.08226759694060704
14881,6149,2021.0,Carboni F.,18.0,0,D,1.0,1.0,5.888888888888889,5.876923076923077,,5.9,6.166666666666667,5.83846369371277,,,-0.3282029729538971
14890,6153,2021.0,Wisniewski,23.0,0,D,3.0,3.0,5.888888888888889,5.876923076923077,,5.9,5.607142857142857,5.83567059305328,,,0.22852773591042297
141,21,2021.0,D'Alessandro,30.0,0,C,1.0,2.0,5.976190476190476,6.063725490196078,,6.264705882352941,6.0625,6.017017879965983,,,-0.04548212003401719
150,22,2021.0,De Roon,30.0,30,C,7.0,7.0,5.95,5.995121951219512,6.133333333333334,6.056097560975609,6.257142857142857,5.953654791765883,-0.17967854156745044,0.12380952380952337,-0.3034880653769738
168,27,2021.0,Grassi,26.0,30,C,6.0,7.0,5.95,5.948148148148148,5.883333333333334,5.962962962962963,5.88,5.903262300769735,0.01992896743640138,-0.0033333333333338544,0.023262300769735234
897,148,2021.0,Krunic,27.0,28,C,7.0,6.0,6.107142857142857,5.9391891891891895,6.107142857142857,6.087837837837838,5.826086956521739,5.996932289193875,-0.11021056794898154,-0.2810559006211175,0.17084533267213597
906,150,2021.0,Saponara,29.0,29,C,11.0,11.0,6.258620689655173,6.091194968553459,6.655172413793103,6.49685534591195,6.5,6.443571966984361,-0.2116004468087418,-0.1551724137931032,-0.05642803301563859
915,152,2021.0,Zielinski,27.0,35,C,19.0,19.0,6.114285714285714,6.1892430278884465,6.757142857142857,6.685258964143427,6.716216216216216,6.502388425441327,-0.2547544317015298,-0.04092664092664133,-0.21382779077488845
1104,181,2021.0,Vecino,29.0,17,C,6.0,7.0,6.0,5.96969696969697,6.117647058823529,6.1878787878787875,6.046875,6.036775652889106,-0.0808714059344231,-0.070772058823529,-0.010099347110894108
1455,236,2021.0,Lazovic,30.0,34,C,13.0,13.0,6.220588235294118,6.077669902912621,6.485294117647059,6.359223300970874,6.816666666666666,6.3112480108167075,-0.17404610683035138,0.33137254901960755,-0.5054186558499589
1473,238,2021.0,Rincon,33.0,24,C,6.0,6.0,5.833333333333333,5.970982142857143,5.729166666666667,5.984375,5.529411764705882,5.872299559683903,0.14313289301723575,-0.19975490196078471,0.34288779497802047
1680,265,2021.0,Brozovic,28.0,35,C,15.0,15.0,6.314285714285714,6.128440366972477,6.414285714285715,6.4036697247706424,6.517857142857143,6.19522842093017,-0.21905729335554458,0.10357142857142865,-0.3226287219269732
1941,302,2021.0,Pereyra,30.0,24,C,18.0,18.0,6.145833333333333,6.161971830985915,6.395833333333333,6.485915492957746,6.6911764705882355,6.359834486348315,-0.03599884698501832,0.29534313725490247,-0.3313419842399208
1950,303,2021.0,Pogba,28.0,0,C,24.0,24.0,5.976190476190476,6.314285714285714,,7.057142857142857,6.0,6.358634340815846,,,0.3586343408158461
2139,332,2021.0,Candreva,34.0,36,C,17.0,17.0,6.180555555555555,6.155555555555556,6.847222222222222,6.697777777777778,6.885714285714286,6.570093118542156,-0.2771291036800667,0.0384920634920638,-0.3156211671721305
2148,333,2021.0,Cataldi,26.0,32,C,8.0,8.0,6.03125,5.86624203821656,6.078125,5.923566878980892,5.931034482758621,5.93396314055662,-0.14416185944338,-0.147090517241379,0.0029286577979990014
