,id,Nome,Et√†,Presenze,Ruolo Anno Successivo,Quotazione Iniziale Anno Successivo,Quotazione Iniziale Mantra Anno Successivo,Fantavoto Media,Fantavoto Media Reale Anno Successivo,Fantavoto Media Predetta Anno Successivo,Differenza Predetta Fantavoto Media Anno Successivo,Differenza Reale Fantavoto Media Anno Successivo,Errore Predizione
5597,4965,Marin,25.0,36.0,C,7.0,8.0,5.958333333333333,6.181818181818182,6.006467130897038,0.04813379756370484,0.22348484848484862,-0.17535105092114378
5604,4970,Messias,30.0,26.0,C,14.0,14.0,6.615384615384615,6.62,6.618602711469086,0.0032180960844714335,0.004615384615385132,-0.0013972885309136984
5608,4973,Mckennie,22.0,21.0,C,0.0,0.0,6.571428571428571,5.966666666666667,6.081504461361725,-0.48992411006684655,-0.6047619047619044,0.11483779469505784
5612,4975,Escalante,28.0,1.0,C,0.0,0.0,6.0,5.5,6.009565587296128,0.009565587296128442,-0.5,0.5095655872961284
5648,4988,Maggiore,23.0,35.0,C,10.0,10.0,6.2,5.75,6.127545245194378,-0.07245475480562202,-0.4500000000000002,0.37754524519437815
5655,4992,Gyasi,27.0,36.0,C,10.0,10.0,6.083333333333333,5.8,6.281451083515361,0.19811775018202837,-0.2833333333333332,0.4814510835153616
5677,5001,Miranchuk,25.0,19.0,C,8.0,8.0,6.421052631578948,6.810344827586207,6.301327603286502,-0.11972502829244558,0.3892921960072595,-0.5090172242997051
5692,5007,Ilic,20.0,32.0,C,13.0,13.0,6.078125,6.34,6.130510981369907,0.05238598136990724,0.26187499999999986,-0.20948901863009262
5714,5063,Radonjic,25.0,0.0,C,7.0,7.0,,6.482142857142857,5.980463446078664,,,-0.5016794110641927
5726,5119,Samardzic,19.0,22.0,C,8.0,8.0,6.431818181818182,6.513513513513513,6.162582736398235,-0.2692354454199464,0.0816953316953315,-0.35093077711527787
5736,5286,Akpa Akpro,28.0,10.0,C,2.0,3.0,5.55,6.0,5.843124564807725,0.29312456480772475,0.4500000000000002,-0.15687543519227543
5740,5287,Arslan,30.0,30.0,C,6.0,6.0,5.966666666666667,5.930555555555555,5.98081441247455,0.01414774580788336,-0.03611111111111143,0.05025885691899479
5756,5298,Pobega,22.0,33.0,C,9.0,9.0,6.46969696969697,6.184210526315789,6.15368194052257,-0.31601502917439994,-0.28548644338118034,-0.030528585793219598
5805,5329,Makengo,23.0,33.0,C,0.0,0.0,5.984848484848484,6.0,5.969800876215074,-0.01504760863341037,0.015151515151515582,-0.030199123784925952
5881,5397,Kovalenko,25.0,26.0,C,7.0,7.0,6.038461538461538,5.916666666666667,5.986997725234132,-0.05146381322740634,-0.12179487179487136,0.07033105856746502
5910,5422,Zalewski,19.0,16.0,C,7.0,7.0,5.84375,6.151515151515151,6.025993176204346,0.18224317620434594,0.3077651515151514,-0.12552197531080544
5914,5423,Bove,19.0,11.0,C,1.0,1.0,6.363636363636363,6.113636363636363,6.073893099179428,-0.2897432644569351,-0.25,-0.0397432644569351
5935,5442,Bertini,18.0,0.0,C,1.0,1.0,,6.0,5.931488904113023,,,-0.06851109588697657
5954,5451,Bajrami,22.0,35.0,C,18.0,17.0,6.857142857142857,6.013513513513513,6.761962424548504,-0.09518043259435238,-0.8436293436293436,0.7484489110349912
5957,5453,Ricci S,19.0,33.0,C,7.0,7.0,5.953125,6.303571428571429,5.916777984436908,-0.03634701556309228,0.3504464285714288,-0.3867934441345211
5961,5457,Maleh,22.0,28.0,C,3.0,3.0,6.214285714285714,5.770833333333333,6.045016910664793,-0.16926880362092156,-0.4434523809523814,0.2741835773314598
6007,5486,Crnigoj,25.0,34.0,C,5.0,5.0,6.220588235294118,5.785714285714286,6.078911107711475,-0.14167712758264273,-0.43487394957983216,0.29319682199718944
6025,5499,Hongla,23.0,18.0,C,0.0,0.0,5.916666666666667,5.5,5.901519937209223,-0.01514672945744433,-0.41666666666666696,0.40151993720922263
6037,5504,Coulibaly L.,25.0,31.0,C,6.0,6.0,5.741935483870968,6.228571428571429,5.917285138737907,0.1753496548669391,0.4866359447004607,-0.3112862898335216
6053,5510,Romero L,16.0,8.0,C,2.0,2.0,5.875,6.583333333333333,6.018059292622011,0.1430592926220111,0.708333333333333,-0.5652740407113219
6056,5511,Matheus Henrique,23.0,25.0,C,6.0,7.0,5.84,6.266666666666667,5.9131326813371805,0.07313268133718065,0.42666666666666675,-0.3535339853294861
6070,5516,Bianco,18.0,0.0,C,1.0,1.0,,6.0,5.936726483976437,,,-0.06327351602356313
6073,5517,Yepes,18.0,4.0,C,3.0,3.0,6.0,5.2,5.8544508339766725,-0.14554916602332746,-0.7999999999999998,0.6544508339766724
6106,5610,Vranckx,18.0,0.0,C,6.0,7.0,,5.888888888888889,6.014929367393693,,,0.1260404785048035
6115,5674,Basic,24.0,29.0,C,5.0,4.0,5.913793103448276,6.08,6.022469660249677,0.10867655680140142,0.16620689655172427,-0.057530339750322845
6130,5685,Koopmeiners,23.0,30.0,C,15.0,15.0,6.583333333333333,7.136363636363637,6.397099708116398,-0.18623362521693476,0.5530303030303036,-0.7392639282472384
6135,5687,Vlasic,23.0,0.0,C,15.0,15.0,,6.823529411764706,6.337955124509415,,,-0.4855742872552904
6138,5688,Harroui,23.0,22.0,C,2.0,2.0,5.863636363636363,6.173913043478261,5.91318007402049,0.04954371038412653,0.31027667984189744,-0.2607329694577709
6160,5705,Galdames,24.0,0.0,C,3.0,3.0,,6.115384615384615,5.9037809026709835,,,-0.21160371271363143
6172,5719,Asllani,19.0,0.0,C,8.0,8.0,,5.9,5.971937440037578,,,0.07193744003757807
6184,5735,Volpato,17.0,3.0,C,1.0,1.0,7.333333333333333,6.571428571428571,6.070270222876342,-1.263063110456991,-0.7619047619047619,-0.5011583485522291
6218,5772,Pyyhtia,17.0,1.0,C,1.0,1.0,6.0,6.166666666666667,5.91482548905689,-0.08517451094311035,0.16666666666666696,-0.2518411776097773
6223,5776,Ceide,19.0,6.0,C,2.0,2.0,5.916666666666667,5.973684210526316,5.930933364740939,0.014266698074272277,0.05701754385964897,-0.04275084578537669
6233,5784,Aebischer,24.0,12.0,C,4.0,3.0,5.875,5.921875,5.858852975440582,-0.016147024559417744,0.046875,-0.06302202455941774
6244,5788,Sabiri,24.0,14.0,C,15.0,15.0,6.821428571428571,5.805555555555555,6.550969568297727,-0.2704590031308438,-1.0158730158730158,0.745414012742172
6252,5792,Ederson Ds,22.0,15.0,C,13.0,13.0,6.466666666666667,6.0,6.245787401353334,-0.22087926531333313,-0.4666666666666668,0.24578740135333366
6263,5798,Bohinen,22.0,11.0,C,7.0,7.0,5.818181818181818,5.854166666666667,5.923631016680526,0.10544919849870737,0.03598484848484862,0.06946435001385876
6284,5812,Terracciano F,18.0,1.0,C,1.0,1.0,6.0,6.05,5.932239433861143,-0.06776056613885739,0.04999999999999982,-0.11776056613885721
6287,5813,Miretti,17.0,6.0,C,2.0,2.0,6.0,6.0,5.907859946094033,-0.09214005390596736,0.0,-0.09214005390596736
6297,5823,Baldanzi,18.0,1.0,C,1.0,1.0,6.0,6.576923076923077,5.947054681822461,-0.05294531817753878,0.5769230769230766,-0.6298683951006154
6299,5824,Pafundi,15.0,1.0,C,1.0,1.0,6.0,5.9375,6.039349876481662,0.039349876481661994,-0.0625,0.101849876481662
6313,5834,Marcos Antonio,21.0,0.0,C,10.0,11.0,,6.1875,6.097377649600137,,,-0.09012235039986294
6323,5839,Kvaratskhelia,20.0,0.0,C,18.0,18.0,,7.955882352941177,6.499433868565369,,,-1.4564484843758079
6333,5844,Thorstvedt,22.0,0.0,C,9.0,9.0,,6.145161290322581,6.16966165468243,,,0.024500364359848703
6345,5850,Lovric,23.0,0.0,C,6.0,6.0,,6.6891891891891895,6.062085583305091,,,-0.6271036058840984
6355,5857,Pickel,24.0,0.0,C,4.0,4.0,,5.636363636363637,5.939723729469249,,,0.3033600931056126
6357,5858,Ferguson,21.0,0.0,C,5.0,5.0,,6.828125,6.133112555865812,,,-0.6950124441341883
6361,5863,Castagnetti,31.0,0.0,C,4.0,5.0,,5.888888888888889,5.941471975612605,,,0.05258308672371559
6367,5869,Blin,24.0,0.0,C,2.0,2.0,,5.914285714285715,5.965465468538108,,,0.051179754252393295
6369,5870,Hjulmand,22.0,0.0,C,6.0,7.0,,6.0285714285714285,5.974752517697467,,,-0.053818910873961734
6371,5872,Helgason,20.0,0.0,C,1.0,1.0,,5.875,5.95878293851453,,,0.08378293851453034
6375,5875,Adli,21.0,0.0,C,7.0,6.0,,5.666666666666667,6.120682038496156,,,0.45401537182948903
6381,5878,Colpani,22.0,0.0,C,4.0,4.0,,6.555555555555555,6.0823591971340445,,,-0.47319635842151087
6383,5879,Vignato S,17.0,0.0,C,1.0,1.0,,6.3,5.986840510103421,,,-0.31315948989657905
6385,5880,Ciurria,26.0,0.0,C,3.0,3.0,,6.791666666666667,6.0777625300721745,,,-0.7139041365944925
6391,5884,Ranocchia F,20.0,0.0,C,2.0,2.0,,6.321428571428571,5.977219122568313,,,-0.3442094488602585
6402,5947,Hrustic,25.0,0.0,C,4.0,3.0,,5.5,6.010788550541546,,,0.5107885505415464
6409,5995,De Ketelaere,20.0,0.0,C,21.0,20.0,,5.78125,6.477452598576079,,,0.6962025985760789
6412,5998,Zerbin,22.0,0.0,C,1.0,1.0,,5.85,6.120896228807774,,,0.2708962288077741
6414,5999,Gonzalez J,19.0,0.0,C,2.0,2.0,,5.9,5.945580593161585,,,0.045580593161584915
6420,6005,Ilkhan,17.0,0.0,C,3.0,3.0,,5.875,6.0003135898182505,,,0.12531358981825047
6422,6009,Degli Innocenti,18.0,0.0,C,1.0,1.0,,6.0,5.921215759714691,,,-0.07878424028530873
6424,6010,Fazzini,18.0,0.0,C,1.0,1.0,,5.833333333333333,5.917875348809324,,,0.08454201547599105
6427,6012,Acella,24.0,0.0,C,1.0,1.0,,6.0,5.945580593161585,,,-0.05441940683841473
6431,6019,Dandrea,24.0,0.0,C,1.0,1.0,,6.2,5.946998680687952,,,-0.25300131931204817
6438,6024,Sulemana I,24.0,0.0,C,1.0,1.0,,5.8125,5.945580593161585,,,0.13308059316158527
6440,6025,Vilhena,26.0,0.0,C,8.0,9.0,,6.181818181818182,6.175233336890719,,,-0.006584844927462363
6463,6054,Moro N,23.0,0.0,C,5.0,6.0,,6.288461538461538,5.98626211707153,,,-0.3021994213900081
6469,6058,Camara Ma,24.0,0.0,C,7.0,8.0,,5.866666666666666,5.959541412357946,,,0.09287474569127951
6473,6061,Oudin,24.0,0.0,C,5.0,5.0,,6.225806451612903,6.115406789353018,,,-0.11039966225988529
6479,6106,Carboni V,24.0,0.0,C,1.0,1.0,,6.0,5.946998680687952,,,-0.05300131931204799
6482,6112,Iling-Junior,17.0,0.0,C,1.0,1.0,,6.416666666666667,5.936156808810298,,,-0.4805098578563687
6486,6117,Tahirovic,24.0,0.0,C,1.0,1.0,,5.954545454545454,5.945580593161585,,,-0.008964861383868872
6495,6131,Paoletti,24.0,0.0,C,1.0,1.0,,5.833333333333333,5.945580593161585,,,0.11224725982825223
6501,6142,Cipot,24.0,0.0,C,1.0,1.0,,6.0,5.945580593161585,,,-0.05441940683841473
6512,6157,Malagrida,24.0,0.0,C,1.0,1.0,,5.833333333333333,5.946998680687952,,,0.11366534735461897
6516,6162,Abildgaard,25.0,0.0,C,3.0,3.0,,5.653846153846154,5.958925105713592,,,0.30507895186743816
6520,6170,Gineitis,24.0,0.0,C,1.0,1.0,,5.666666666666667,5.945580593161585,,,0.2789139264949183
6524,6175,Barrenechea,24.0,0.0,C,1.0,1.0,,5.5,5.945580593161585,,,0.44558059316158527
283,90,Lasagna,28.0,28.0,A,11.0,10.0,6.232142857142857,5.903846153846154,6.295795789908091,0.0636529327652342,-0.3282967032967026,0.3919496360619368
640,186,Rebic,27.0,24.0,A,14.0,14.0,6.354166666666667,6.282608695652174,6.473414725160759,0.11924805849409204,-0.07155797101449313,0.19080602950858516
698,212,Ciofani D,36.0,0.0,A,1.0,1.0,,6.71875,6.25080171166176,,,-0.4679482883382402
709,215,Verde,25.0,33.0,A,18.0,18.0,7.075757575757576,6.28,6.767474075192605,-0.3082835005649711,-0.7957575757575759,0.48747407519260477
1115,309,Dybala,27.0,29.0,A,29.0,29.0,7.396551724137931,8.24,7.169124330569168,-0.22742739356876296,0.8434482758620696,-1.0708756694308326
1421,383,Petagna,26.0,24.0,A,15.0,14.0,6.416666666666667,6.564516129032258,6.485506368049002,0.06883970138233497,0.14784946236559104,-0.07900976098325607
1528,407,Gabbiadini,29.0,18.0,A,15.0,15.0,7.194444444444445,6.428571428571429,6.6748322927215895,-0.5196121517228551,-0.7658730158730158,0.24626086415016069
1653,441,Belotti,27.0,22.0,A,16.0,15.0,7.318181818181818,5.82258064516129,6.803914546779242,-0.5142672714025762,-1.4956011730205283,0.9813339016179521
1773,472,Destro,30.0,27.0,A,18.0,16.0,6.981481481481482,5.911764705882353,6.657511585014681,-0.3239698964668012,-1.0697167755991286,0.7457468791323274
1800,479,Sanabria,25.0,29.0,A,21.0,21.0,6.758620689655173,7.409090909090909,6.678398016348327,-0.08022267330684585,0.6504702194357366,-0.7306928927425824
1871,495,Correa,26.0,26.0,A,16.0,16.0,6.75,6.3076923076923075,6.678533329421436,-0.07146667057856426,-0.4423076923076925,0.37084102172912825
1889,505,Bonazzoli,24.0,32.0,A,14.0,14.0,7.0625,6.3125,6.596074914343898,-0.46642508565610186,-0.75,0.28357491434389814
1902,507,Muriel,30.0,27.0,A,26.0,26.0,7.62962962962963,6.362068965517241,7.153741845137226,-0.47588778449240365,-1.2675606641123887,0.791672879619985
2020,531,Berardi,26.0,33.0,A,35.0,35.0,8.333333333333334,7.9423076923076925,7.273882058136221,-1.0594512751971132,-0.3910256410256414,-0.6684256341714718
2053,537,Sansone,29.0,27.0,A,6.0,6.0,6.222222222222222,6.944444444444445,6.142843386200846,-0.07937883602137674,0.7222222222222223,-0.8016010582435991
2175,568,Quagliarella,38.0,33.0,A,10.0,10.0,6.303030303030303,6.108695652173913,6.344205902066019,0.041175599035716104,-0.19433465085638968,0.23551024989210578
2293,608,Zapata D.,30.0,24.0,A,32.0,32.0,7.729166666666667,6.26,7.348896786560472,-0.3802698801061952,-1.4691666666666672,1.088896786560472
2426,643,Defrel,30.0,38.0,A,8.0,8.0,6.052631578947368,5.962962962962963,6.161603150724947,0.10897157177757855,-0.08966861598440534,0.1986401877619839
2455,647,Dzeko,35.0,36.0,A,16.0,15.0,7.5,7.0606060606060606,6.801660356346668,-0.6983396436533322,-0.43939393939393945,-0.2589457042593928
2744,785,Immobile,31.0,31.0,A,42.0,42.0,9.016129032258064,7.387096774193548,7.666928799841525,-1.349200232416539,-1.629032258064516,0.27983202564797693
2934,1857,Di Francesco F.,27.0,26.0,A,12.0,12.0,6.653846153846154,6.083333333333333,6.3824070847724474,-0.27143906907370674,-0.5705128205128212,0.2990737514391144
3166,1943,Nevstorovski,24.0,0.0,A,11.0,10.0,,6.238095238095238,6.293027047916587,,,0.05493180982134849
3204,1958,Caprari,28.0,35.0,A,26.0,26.0,7.7,6.391891891891892,7.183712749821226,-0.5162872501787739,-1.308108108108108,0.7918208579293342
3303,1998,Pjaca,26.0,24.0,A,9.0,9.0,6.333333333333333,5.852941176470588,6.225241355181492,-0.10809197815184124,-0.48039215686274517,0.37230017871090393
3367,2012,Milik,27.0,0.0,A,21.0,20.0,,6.7407407407407405,6.741346023508889,,,0.0006052827681486406
3398,2038,Pinamonti,22.0,36.0,A,23.0,23.0,7.208333333333333,6.0625,7.004536179221337,-0.20379715411199584,-1.145833333333333,0.9420361792213372
3429,2061,Simeone,26.0,36.0,A,25.0,25.0,7.5,6.64,7.079043330683319,-0.42095666931668063,-0.8600000000000003,0.4390433306833197
3539,2097,Kean,21.0,32.0,A,15.0,14.0,6.421875,6.428571428571429,6.518023669736026,0.0961486697360261,0.006696428571428825,0.08945224116459727
3550,2103,Pellegri,20.0,15.0,A,12.0,11.0,6.1,6.305555555555555,6.263492334544409,0.1634923345444097,0.2055555555555557,-0.04206322101114601
3608,2119,Deulofeu,27.0,34.0,A,24.0,24.0,7.676470588235294,7.0,7.091126116062404,-0.5853444721728902,-0.6764705882352944,0.09112611606240417
3874,2195,Ounas,24.0,15.0,A,0.0,0.0,6.0,6.0,6.070342882924468,0.07034288292446789,0.0,0.07034288292446789
4166,2325,Karamoh,23.0,0.0,A,4.0,4.0,,6.595238095238095,6.19564625872603,,,-0.399591836512065
4209,2369,Thauvin,28.0,0.0,A,18.0,18.0,,5.75,6.490109837185202,,,0.7401098371852024
4220,2382,Di Maria,33.0,0.0,A,26.0,26.0,,6.6923076923076925,6.884198999720832,,,0.19189130741313942
4239,2409,Ribery,38.0,23.0,A,0.0,0.0,6.108695652173913,6.0,6.035036477823585,-0.0736591743503281,-0.10869565217391308,0.03503647782358499
4249,2438,Jovic,23.0,0.0,A,24.0,24.0,,6.483870967741935,6.825265957592911,,,0.3413949898509756
4257,2466,Origi,26.0,0.0,A,17.0,17.0,,6.037037037037037,6.506215389431407,,,0.46917835239437
4277,2489,Pedro,34.0,32.0,A,19.0,19.0,7.140625,6.527777777777778,6.6847705753604725,-0.4558544246395275,-0.6128472222222223,0.1569927975826948
4297,2530,Ibrahimovic,39.0,23.0,A,13.0,13.0,7.195652173913044,6.5,6.660532540094574,-0.5351196338184696,-0.6956521739130439,0.1605325400945743
4302,2531,Lukaku,28.0,0.0,A,39.0,39.0,,7.66,7.184880268741105,,,-0.4751197312588955
4308,2544,Abraham,23.0,37.0,A,33.0,33.0,7.621621621621622,6.855263157894737,7.432917348640188,-0.18870427298143433,-0.7663584637268848,0.5776541907454504
4435,2719,Barrow,22.0,34.0,A,17.0,17.0,6.764705882352941,6.328125,6.713727423949697,-0.050978458403244,-0.4365808823529411,0.3856024239496971
4518,2756,Piatek,26.0,14.0,A,15.0,14.0,6.392857142857143,6.2727272727272725,6.482416338865983,0.08955919600883977,-0.12012987012987075,0.20968906613871052
4538,2762,Kouame',23.0,0.0,A,9.0,9.0,,6.625,6.328654150764469,,,-0.2963458492355313
4544,2764,Martinez L.,23.0,35.0,A,34.0,34.0,7.9,8.105263157894736,7.269884425003869,-0.6301155749961316,0.20526315789473593,-0.8353787328908675
4693,2819,Caputo,33.0,38.0,A,21.0,21.0,6.881578947368421,6.444444444444445,6.730910520578164,-0.15066842679025694,-0.4371345029239766,0.28646607613371966
4705,2826,Pussetto,25.0,28.0,A,5.0,6.0,6.375,5.6,6.343841281181401,-0.031158718818598885,-0.7750000000000004,0.7438412811814015
4715,2832,Boga,24.0,27.0,A,13.0,15.0,6.0,6.673913043478261,6.319112117271008,0.31911211727100763,0.6739130434782608,-0.3548009262072531
4738,2841,Vlahovic,21.0,36.0,A,40.0,40.0,8.347222222222221,7.074074074074074,7.441410148593511,-0.9058120736287103,-1.273148148148147,0.36733607451943673
4835,4179,Gonzalez N,23.0,33.0,A,20.0,20.0,7.106060606060606,6.791666666666667,6.8469109508917265,-0.2591496551688799,-0.31439393939393945,0.05524428422505956
4839,4184,Brekalo,23.0,32.0,A,16.0,16.0,6.78125,6.0,6.639690114698511,-0.141559885301489,-0.78125,0.639690114698511
4846,4200,Giroud,34.0,29.0,A,28.0,28.0,7.431034482758621,7.424242424242424,7.232766259370914,-0.1982682233877071,-0.00679205851619713,-0.19147616487150998
4872,4268,Arnautovic,32.0,33.0,A,27.0,26.0,7.393939393939394,7.738095238095238,7.127255631184428,-0.2666837627549654,0.34415584415584455,-0.61083960691081
4991,4359,Piccoli,20.0,17.0,A,13.0,12.0,6.029411764705882,6.175,6.260078511697833,0.23066674699195033,0.14558823529411757,0.08507851169783276
5016,4371,Raspadori,21.0,36.0,A,20.0,20.0,6.888888888888889,6.1923076923076925,6.760555066556277,-0.12833382233261226,-0.6965811965811968,0.5682473742485845
5176,4436,Cambiaghi,20.0,0.0,A,6.0,6.0,,6.803571428571429,6.305846089963728,,,-0.49772533860770096
5284,4500,Di Carmine,32.0,1.0,A,0.0,0.0,5.0,6.0,6.082558867609765,1.082558867609765,1.0,0.08255886760976505
5300,4510,Rafael Leao,22.0,34.0,A,31.0,31.0,7.838235294117647,7.8428571428571425,7.132253509381751,-0.7059817847358953,0.004621848739495782,-0.7106036334753911
5322,4517,Lozano,26.0,30.0,A,18.0,18.0,6.733333333333333,6.390625,6.758810533297492,0.025477199964158537,-0.3427083333333334,0.36818553329749193
5369,4661,Osimhen,22.0,27.0,A,35.0,35.0,7.981481481481482,9.140625,7.396895449580402,-0.5845860319010798,1.1591435185185182,-1.743729550419598
5391,4730,Lookman,23.0,0.0,A,13.0,15.0,,7.854838709677419,6.591406187458354,,,-1.2634325222190652
5513,4923,Colombo,19.0,0.0,A,7.0,6.0,,6.287878787878788,6.314361223834105,,,0.026482435955316852
5717,5071,Jese,28.0,0.0,A,8.0,8.0,,6.409090909090909,6.353981134812222,,,-0.05510977427868724
5721,5086,Zirkzee,20.0,0.0,A,7.0,7.0,,6.421052631578948,6.304839299475456,,,-0.1162133321034915
5748,5292,Lammers,24.0,0.0,A,15.0,14.0,,6.0,6.341971174259257,,,0.3419711742592568
5772,5311,Shomurodov,26.0,28.0,A,12.0,11.0,6.5,5.9523809523809526,6.494211119338764,-0.005788880661236284,-0.5476190476190474,0.5418301669578112
5815,5336,Nzola,24.0,21.0,A,14.0,13.0,6.190476190476191,7.387096774193548,6.321606220650913,0.13113003017472202,1.1966205837173574,-1.0654905535426353
5873,5394,Gaich,22.0,0.0,A,4.0,3.0,,6.09375,6.142493433822211,,,0.048743433822211024
5877,5395,Braaf,24.0,0.0,A,1.0,2.0,,5.5,6.154640417428593,,,0.6546404174285927
5926,5436,Raimondo,17.0,1.0,A,1.0,1.0,6.0,6.0,6.021657993545251,0.021657993545250775,0.0,0.021657993545250775
5932,5439,Kallon,20.0,15.0,A,2.0,2.0,5.866666666666666,6.0,5.9595786536855995,0.09291198701893322,0.13333333333333375,-0.04042134631440053
5966,5460,Satriano,20.0,4.0,A,14.0,13.0,6.0,6.048387096774194,6.45533862579307,0.45533862579307005,0.04838709677419395,0.4069515290188761
5981,5471,Djuric,31.0,33.0,A,11.0,10.0,6.53030303030303,6.035714285714286,6.359230325132371,-0.1710727051706593,-0.4945887445887447,0.3235160394180854
5983,5472,Kristoffersen,24.0,1.0,A,0.0,0.0,6.0,5.5,6.028682902943811,0.02868290294381115,-0.5,0.5286829029438112
6028,5500,Cancellieri,19.0,12.0,A,7.0,7.0,6.25,5.85,6.158163641790124,-0.09183635820987579,-0.40000000000000036,0.30816364179012457
6058,5512,De Luca,23.0,0.0,A,4.0,4.0,,5.75,6.3491626309328355,,,0.5991626309328355
6067,5515,Okereke,23.0,32.0,A,13.0,13.0,6.46875,6.515151515151516,6.480890702070775,0.012140702070775333,0.04640151515151558,-0.03426081308074025
6096,5529,Henry,26.0,33.0,A,18.0,16.0,6.666666666666667,6.15625,6.6550216644791655,-0.011645002187501419,-0.510416666666667,0.49877166447916554
6109,5672,Dia,24.0,0.0,A,17.0,16.0,,7.818181818181818,6.645086174874574,,,-1.173095643307244
6112,5673,Antiste,18.0,18.0,A,0.0,0.0,5.972222222222222,7.5,5.865790826229606,-0.1064313959926162,1.5277777777777777,-1.6342091737703939
6120,5676,Success,25.0,22.0,A,13.0,13.0,6.704545454545454,6.166666666666667,6.5079866622835985,-0.19655879226185569,-0.5378787878787872,0.3413199956169315
6141,5690,Strelec,20.0,10.0,A,0.0,0.0,6.0,6.071428571428571,6.014377742686242,0.014377742686241923,0.07142857142857117,-0.05705082874232925
6150,5694,Beto,23.0,28.0,A,24.0,24.0,7.267857142857143,6.96969696969697,6.918591668151362,-0.3492654747057813,-0.2981601731601735,-0.05110530154560777
6178,5728,Afena-Gyan,18.0,17.0,A,8.0,8.0,6.088235294117647,5.586956521739131,6.205221013989242,0.1169857198715949,-0.5012787723785159,0.6182644922501108
6181,5734,Soule,18.0,2.0,A,1.0,1.0,6.0,6.3076923076923075,6.053660553942893,0.05366055394289315,0.3076923076923075,-0.25403175374941434
6226,5780,De Nipoti,18.0,1.0,A,0.0,0.0,6.0,6.0,6.010499985749502,0.010499985749501839,0.0,0.010499985749501839
6239,5786,Cabral,23.0,14.0,A,19.0,18.0,6.464285714285714,6.982142857142857,6.553955048017198,0.089669333731484,0.5178571428571423,-0.42818780912565835
6276,5806,Seck,20.0,6.0,A,3.0,3.0,6.0,6.026315789473684,6.0112794267510345,0.01127942675103455,0.02631578947368407,-0.015036362722649521
6317,5836,Ceesay,27.0,0.0,A,10.0,10.0,,6.470588235294118,6.439182890663811,,,-0.031405344630306864
6319,5837,Voelkerling Persson,24.0,0.0,A,1.0,1.0,,5.944444444444445,6.179280858547442,,,0.23483641410299771
6329,5842,Botheim,24.0,0.0,A,13.0,12.0,,6.089285714285714,6.368022370739621,,,0.27873665645390666
6331,5843,Valencia D,24.0,0.0,A,2.0,2.0,,5.791666666666667,6.166255885228851,,,0.37458921856218375
6335,5845,Alvarez A,24.0,0.0,A,14.0,13.0,,6.136363636363637,6.400138831084843,,,0.26377519472120614
6351,5854,Tsadjout,22.0,0.0,A,8.0,7.0,,6.4,6.275891294605487,,,-0.12410870539451313
6363,5864,Buonaiuto,28.0,0.0,A,7.0,7.0,,6.017241379310345,6.259382235346412,,,0.24214085603606694
6387,5881,Gytkjaer,31.0,0.0,A,4.0,4.0,,5.818181818181818,6.259895969169947,,,0.44171415098812883
6389,5882,Mota,23.0,0.0,A,10.0,10.0,,6.637931034482759,6.405663137003854,,,-0.23226789747890475
6416,6001,Banda,20.0,0.0,A,5.0,5.0,,6.152777777777778,6.102592901595213,,,-0.05018487618256451
6442,6026,Dessers,26.0,0.0,A,17.0,16.0,,6.615384615384615,6.646854478011664,,,0.031469862627049316
6461,6052,Hojlund,18.0,0.0,A,8.0,7.0,,7.0,6.352493291410944,,,-0.6475067085890558
6471,6060,Lauriente,22.0,0.0,A,14.0,14.0,,7.178571428571429,6.672226367905046,,,-0.5063450606663826
6484,6113,Montevago,18.0,0.0,A,1.0,1.0,,5.666666666666667,6.076673779469462,,,0.4100071128027949
6490,6119,Solbakken,24.0,0.0,A,10.0,10.0,,6.25,6.28604487658266,,,0.0360448765826602
6503,6143,Krollis,24.0,0.0,A,1.0,1.0,,6.0,6.179280858547442,,,0.17928085854744236
6505,6145,Ngonge,21.0,0.0,A,3.0,3.0,,6.678571428571429,6.2470602878204105,,,-0.4315111407510184
6514,6160,Vivaldo,24.0,0.0,A,1.0,1.0,,6.0,6.179280858547442,,,0.17928085854744236
6522,6172,Vorlicky,24.0,0.0,A,1.0,1.0,,6.0,6.166255885228851,,,0.1662558852288507
